"Notes"	"State of Residence"	"State of Residence Code"	"County of Residence"	"County of Residence Code"	"Year"	"Year Code"	"Month"	"Month Code"	Births
	"New Hampshire"	"33"	"Strafford County, NH"	"33017"	"2022"	"2022"	"January"	"1"	82
	"New Hampshire"	"33"	"Strafford County, NH"	"33017"	"2022"	"2022"	"February"	"2"	72
	"New Hampshire"	"33"	"Strafford County, NH"	"33017"	"2022"	"2022"	"March"	"3"	101
	"New Hampshire"	"33"	"Strafford County, NH"	"33017"	"2022"	"2022"	"April"	"4"	91
	"New Hampshire"	"33"	"Strafford County, NH"	"33017"	"2022"	"2022"	"May"	"5"	109
	"New Hampshire"	"33"	"Strafford County, NH"	"33017"	"2022"	"2022"	"June"	"6"	90
	"New Hampshire"	"33"	"Strafford County, NH"	"33017"	"2022"	"2022"	"July"	"7"	119
	"New Hampshire"	"33"	"Strafford County, NH"	"33017"	"2022"	"2022"	"August"	"8"	104
	"New Hampshire"	"33"	"Strafford County, NH"	"33017"	"2022"	"2022"	"September"	"9"	107
	"New Hampshire"	"33"	"Strafford County, NH"	"33017"	"2022"	"2022"	"October"	"10"	91
	"New Hampshire"	"33"	"Strafford County, NH"	"33017"	"2022"	"2022"	"November"	"11"	83
	"New Hampshire"	"33"	"Strafford County, NH"	"33017"	"2022"	"2022"	"December"	"12"	75
	"New Hampshire"	"33"	"Unidentified Counties, NH"	"33999"	"2022"	"2022"	"January"	"1"	189
	"New Hampshire"	"33"	"Unidentified Counties, NH"	"33999"	"2022"	"2022"	"February"	"2"	214
	"New Hampshire"	"33"	"Unidentified Counties, NH"	"33999"	"2022"	"2022"	"March"	"3"	212
	"New Hampshire"	"33"	"Unidentified Counties, NH"	"33999"	"2022"	"2022"	"April"	"4"	231
	"New Hampshire"	"33"	"Unidentified Counties, NH"	"33999"	"2022"	"2022"	"May"	"5"	246
	"New Hampshire"	"33"	"Unidentified Counties, NH"	"33999"	"2022"	"2022"	"June"	"6"	230
	"New Hampshire"	"33"	"Unidentified Counties, NH"	"33999"	"2022"	"2022"	"July"	"7"	220
	"New Hampshire"	"33"	"Unidentified Counties, NH"	"33999"	"2022"	"2022"	"August"	"8"	235
	"New Hampshire"	"33"	"Unidentified Counties, NH"	"33999"	"2022"	"2022"	"September"	"9"	199
	"New Hampshire"	"33"	"Unidentified Counties, NH"	"33999"	"2022"	"2022"	"October"	"10"	235
	"New Hampshire"	"33"	"Unidentified Counties, NH"	"33999"	"2022"	"2022"	"November"	"11"	236
	"New Hampshire"	"33"	"Unidentified Counties, NH"	"33999"	"2022"	"2022"	"December"	"12"	236
	"New Jersey"	"34"	"Atlantic County, NJ"	"34001"	"2022"	"2022"	"January"	"1"	196
	"New Jersey"	"34"	"Atlantic County, NJ"	"34001"	"2022"	"2022"	"February"	"2"	219
	"New Jersey"	"34"	"Atlantic County, NJ"	"34001"	"2022"	"2022"	"March"	"3"	229
	"New Jersey"	"34"	"Atlantic County, NJ"	"34001"	"2022"	"2022"	"April"	"4"	201
	"New Jersey"	"34"	"Atlantic County, NJ"	"34001"	"2022"	"2022"	"May"	"5"	248
	"New Jersey"	"34"	"Atlantic County, NJ"	"34001"	"2022"	"2022"	"June"	"6"	212
	"New Jersey"	"34"	"Atlantic County, NJ"	"34001"	"2022"	"2022"	"July"	"7"	223
	"New Jersey"	"34"	"Atlantic County, NJ"	"34001"	"2022"	"2022"	"August"	"8"	230
	"New Jersey"	"34"	"Atlantic County, NJ"	"34001"	"2022"	"2022"	"September"	"9"	234
	"New Jersey"	"34"	"Atlantic County, NJ"	"34001"	"2022"	"2022"	"October"	"10"	244
	"New Jersey"	"34"	"Atlantic County, NJ"	"34001"	"2022"	"2022"	"November"	"11"	246
	"New Jersey"	"34"	"Atlantic County, NJ"	"34001"	"2022"	"2022"	"December"	"12"	216
	"New Jersey"	"34"	"Bergen County, NJ"	"34003"	"2022"	"2022"	"January"	"1"	763
	"New Jersey"	"34"	"Bergen County, NJ"	"34003"	"2022"	"2022"	"February"	"2"	731
	"New Jersey"	"34"	"Bergen County, NJ"	"34003"	"2022"	"2022"	"March"	"3"	820
	"New Jersey"	"34"	"Bergen County, NJ"	"34003"	"2022"	"2022"	"April"	"4"	730
	"New Jersey"	"34"	"Bergen County, NJ"	"34003"	"2022"	"2022"	"May"	"5"	772
	"New Jersey"	"34"	"Bergen County, NJ"	"34003"	"2022"	"2022"	"June"	"6"	771
	"New Jersey"	"34"	"Bergen County, NJ"	"34003"	"2022"	"2022"	"July"	"7"	842
	"New Jersey"	"34"	"Bergen County, NJ"	"34003"	"2022"	"2022"	"August"	"8"	845
	"New Jersey"	"34"	"Bergen County, NJ"	"34003"	"2022"	"2022"	"September"	"9"	743
	"New Jersey"	"34"	"Bergen County, NJ"	"34003"	"2022"	"2022"	"October"	"10"	743
	"New Jersey"	"34"	"Bergen County, NJ"	"34003"	"2022"	"2022"	"November"	"11"	779
	"New Jersey"	"34"	"Bergen County, NJ"	"34003"	"2022"	"2022"	"December"	"12"	778
	"New Jersey"	"34"	"Burlington County, NJ"	"34005"	"2022"	"2022"	"January"	"1"	393
	"New Jersey"	"34"	"Burlington County, NJ"	"34005"	"2022"	"2022"	"February"	"2"	353
	"New Jersey"	"34"	"Burlington County, NJ"	"34005"	"2022"	"2022"	"March"	"3"	404
	"New Jersey"	"34"	"Burlington County, NJ"	"34005"	"2022"	"2022"	"April"	"4"	373
	"New Jersey"	"34"	"Burlington County, NJ"	"34005"	"2022"	"2022"	"May"	"5"	385
	"New Jersey"	"34"	"Burlington County, NJ"	"34005"	"2022"	"2022"	"June"	"6"	393
	"New Jersey"	"34"	"Burlington County, NJ"	"34005"	"2022"	"2022"	"July"	"7"	451
	"New Jersey"	"34"	"Burlington County, NJ"	"34005"	"2022"	"2022"	"August"	"8"	407
	"New Jersey"	"34"	"Burlington County, NJ"	"34005"	"2022"	"2022"	"September"	"9"	416
	"New Jersey"	"34"	"Burlington County, NJ"	"34005"	"2022"	"2022"	"October"	"10"	387
	"New Jersey"	"34"	"Burlington County, NJ"	"34005"	"2022"	"2022"	"November"	"11"	389
	"New Jersey"	"34"	"Burlington County, NJ"	"34005"	"2022"	"2022"	"December"	"12"	382
	"New Jersey"	"34"	"Camden County, NJ"	"34007"	"2022"	"2022"	"January"	"1"	465
	"New Jersey"	"34"	"Camden County, NJ"	"34007"	"2022"	"2022"	"February"	"2"	467
	"New Jersey"	"34"	"Camden County, NJ"	"34007"	"2022"	"2022"	"March"	"3"	506
	"New Jersey"	"34"	"Camden County, NJ"	"34007"	"2022"	"2022"	"April"	"4"	481
	"New Jersey"	"34"	"Camden County, NJ"	"34007"	"2022"	"2022"	"May"	"5"	496
	"New Jersey"	"34"	"Camden County, NJ"	"34007"	"2022"	"2022"	"June"	"6"	541
	"New Jersey"	"34"	"Camden County, NJ"	"34007"	"2022"	"2022"	"July"	"7"	525
	"New Jersey"	"34"	"Camden County, NJ"	"34007"	"2022"	"2022"	"August"	"8"	539
	"New Jersey"	"34"	"Camden County, NJ"	"34007"	"2022"	"2022"	"September"	"9"	524
	"New Jersey"	"34"	"Camden County, NJ"	"34007"	"2022"	"2022"	"October"	"10"	515
	"New Jersey"	"34"	"Camden County, NJ"	"34007"	"2022"	"2022"	"November"	"11"	509
	"New Jersey"	"34"	"Camden County, NJ"	"34007"	"2022"	"2022"	"December"	"12"	556
	"New Jersey"	"34"	"Cumberland County, NJ"	"34011"	"2022"	"2022"	"January"	"1"	153
	"New Jersey"	"34"	"Cumberland County, NJ"	"34011"	"2022"	"2022"	"February"	"2"	119
	"New Jersey"	"34"	"Cumberland County, NJ"	"34011"	"2022"	"2022"	"March"	"3"	150
	"New Jersey"	"34"	"Cumberland County, NJ"	"34011"	"2022"	"2022"	"April"	"4"	158
	"New Jersey"	"34"	"Cumberland County, NJ"	"34011"	"2022"	"2022"	"May"	"5"	145
	"New Jersey"	"34"	"Cumberland County, NJ"	"34011"	"2022"	"2022"	"June"	"6"	136
	"New Jersey"	"34"	"Cumberland County, NJ"	"34011"	"2022"	"2022"	"July"	"7"	176
	"New Jersey"	"34"	"Cumberland County, NJ"	"34011"	"2022"	"2022"	"August"	"8"	161
	"New Jersey"	"34"	"Cumberland County, NJ"	"34011"	"2022"	"2022"	"September"	"9"	169
	"New Jersey"	"34"	"Cumberland County, NJ"	"34011"	"2022"	"2022"	"October"	"10"	157
	"New Jersey"	"34"	"Cumberland County, NJ"	"34011"	"2022"	"2022"	"November"	"11"	165
	"New Jersey"	"34"	"Cumberland County, NJ"	"34011"	"2022"	"2022"	"December"	"12"	142
	"New Jersey"	"34"	"Essex County, NJ"	"34013"	"2022"	"2022"	"January"	"1"	786
	"New Jersey"	"34"	"Essex County, NJ"	"34013"	"2022"	"2022"	"February"	"2"	753
	"New Jersey"	"34"	"Essex County, NJ"	"34013"	"2022"	"2022"	"March"	"3"	891
	"New Jersey"	"34"	"Essex County, NJ"	"34013"	"2022"	"2022"	"April"	"4"	803
	"New Jersey"	"34"	"Essex County, NJ"	"34013"	"2022"	"2022"	"May"	"5"	792
	"New Jersey"	"34"	"Essex County, NJ"	"34013"	"2022"	"2022"	"June"	"6"	809
	"New Jersey"	"34"	"Essex County, NJ"	"34013"	"2022"	"2022"	"July"	"7"	833
	"New Jersey"	"34"	"Essex County, NJ"	"34013"	"2022"	"2022"	"August"	"8"	987
	"New Jersey"	"34"	"Essex County, NJ"	"34013"	"2022"	"2022"	"September"	"9"	842
	"New Jersey"	"34"	"Essex County, NJ"	"34013"	"2022"	"2022"	"October"	"10"	850
	"New Jersey"	"34"	"Essex County, NJ"	"34013"	"2022"	"2022"	"November"	"11"	869
	"New Jersey"	"34"	"Essex County, NJ"	"34013"	"2022"	"2022"	"December"	"12"	932
	"New Jersey"	"34"	"Gloucester County, NJ"	"34015"	"2022"	"2022"	"January"	"1"	248
	"New Jersey"	"34"	"Gloucester County, NJ"	"34015"	"2022"	"2022"	"February"	"2"	227
	"New Jersey"	"34"	"Gloucester County, NJ"	"34015"	"2022"	"2022"	"March"	"3"	229
	"New Jersey"	"34"	"Gloucester County, NJ"	"34015"	"2022"	"2022"	"April"	"4"	285
	"New Jersey"	"34"	"Gloucester County, NJ"	"34015"	"2022"	"2022"	"May"	"5"	238
	"New Jersey"	"34"	"Gloucester County, NJ"	"34015"	"2022"	"2022"	"June"	"6"	259
	"New Jersey"	"34"	"Gloucester County, NJ"	"34015"	"2022"	"2022"	"July"	"7"	268
	"New Jersey"	"34"	"Gloucester County, NJ"	"34015"	"2022"	"2022"	"August"	"8"	249
	"New Jersey"	"34"	"Gloucester County, NJ"	"34015"	"2022"	"2022"	"September"	"9"	236
	"New Jersey"	"34"	"Gloucester County, NJ"	"34015"	"2022"	"2022"	"October"	"10"	285
	"New Jersey"	"34"	"Gloucester County, NJ"	"34015"	"2022"	"2022"	"November"	"11"	275
	"New Jersey"	"34"	"Gloucester County, NJ"	"34015"	"2022"	"2022"	"December"	"12"	251
	"New Jersey"	"34"	"Hudson County, NJ"	"34017"	"2022"	"2022"	"January"	"1"	671
	"New Jersey"	"34"	"Hudson County, NJ"	"34017"	"2022"	"2022"	"February"	"2"	717
	"New Jersey"	"34"	"Hudson County, NJ"	"34017"	"2022"	"2022"	"March"	"3"	691
	"New Jersey"	"34"	"Hudson County, NJ"	"34017"	"2022"	"2022"	"April"	"4"	759
	"New Jersey"	"34"	"Hudson County, NJ"	"34017"	"2022"	"2022"	"May"	"5"	795
	"New Jersey"	"34"	"Hudson County, NJ"	"34017"	"2022"	"2022"	"June"	"6"	734
	"New Jersey"	"34"	"Hudson County, NJ"	"34017"	"2022"	"2022"	"July"	"7"	799
	"New Jersey"	"34"	"Hudson County, NJ"	"34017"	"2022"	"2022"	"August"	"8"	853
	"New Jersey"	"34"	"Hudson County, NJ"	"34017"	"2022"	"2022"	"September"	"9"	748
	"New Jersey"	"34"	"Hudson County, NJ"	"34017"	"2022"	"2022"	"October"	"10"	714
	"New Jersey"	"34"	"Hudson County, NJ"	"34017"	"2022"	"2022"	"November"	"11"	775
	"New Jersey"	"34"	"Hudson County, NJ"	"34017"	"2022"	"2022"	"December"	"12"	786
	"New Jersey"	"34"	"Hunterdon County, NJ"	"34019"	"2022"	"2022"	"January"	"1"	83
	"New Jersey"	"34"	"Hunterdon County, NJ"	"34019"	"2022"	"2022"	"February"	"2"	69
	"New Jersey"	"34"	"Hunterdon County, NJ"	"34019"	"2022"	"2022"	"March"	"3"	99
	"New Jersey"	"34"	"Hunterdon County, NJ"	"34019"	"2022"	"2022"	"April"	"4"	94
	"New Jersey"	"34"	"Hunterdon County, NJ"	"34019"	"2022"	"2022"	"May"	"5"	92
	"New Jersey"	"34"	"Hunterdon County, NJ"	"34019"	"2022"	"2022"	"June"	"6"	102
	"New Jersey"	"34"	"Hunterdon County, NJ"	"34019"	"2022"	"2022"	"July"	"7"	99
	"New Jersey"	"34"	"Hunterdon County, NJ"	"34019"	"2022"	"2022"	"August"	"8"	89
	"New Jersey"	"34"	"Hunterdon County, NJ"	"34019"	"2022"	"2022"	"September"	"9"	101
	"New Jersey"	"34"	"Hunterdon County, NJ"	"34019"	"2022"	"2022"	"October"	"10"	92
	"New Jersey"	"34"	"Hunterdon County, NJ"	"34019"	"2022"	"2022"	"November"	"11"	105
	"New Jersey"	"34"	"Hunterdon County, NJ"	"34019"	"2022"	"2022"	"December"	"12"	88
	"New Jersey"	"34"	"Mercer County, NJ"	"34021"	"2022"	"2022"	"January"	"1"	328
	"New Jersey"	"34"	"Mercer County, NJ"	"34021"	"2022"	"2022"	"February"	"2"	342
	"New Jersey"	"34"	"Mercer County, NJ"	"34021"	"2022"	"2022"	"March"	"3"	340
	"New Jersey"	"34"	"Mercer County, NJ"	"34021"	"2022"	"2022"	"April"	"4"	306
	"New Jersey"	"34"	"Mercer County, NJ"	"34021"	"2022"	"2022"	"May"	"5"	353
	"New Jersey"	"34"	"Mercer County, NJ"	"34021"	"2022"	"2022"	"June"	"6"	369
	"New Jersey"	"34"	"Mercer County, NJ"	"34021"	"2022"	"2022"	"July"	"7"	345
	"New Jersey"	"34"	"Mercer County, NJ"	"34021"	"2022"	"2022"	"August"	"8"	404
	"New Jersey"	"34"	"Mercer County, NJ"	"34021"	"2022"	"2022"	"September"	"9"	344
	"New Jersey"	"34"	"Mercer County, NJ"	"34021"	"2022"	"2022"	"October"	"10"	378
	"New Jersey"	"34"	"Mercer County, NJ"	"34021"	"2022"	"2022"	"November"	"11"	343
	"New Jersey"	"34"	"Mercer County, NJ"	"34021"	"2022"	"2022"	"December"	"12"	351
	"New Jersey"	"34"	"Middlesex County, NJ"	"34023"	"2022"	"2022"	"January"	"1"	645
	"New Jersey"	"34"	"Middlesex County, NJ"	"34023"	"2022"	"2022"	"February"	"2"	640
	"New Jersey"	"34"	"Middlesex County, NJ"	"34023"	"2022"	"2022"	"March"	"3"	736
	"New Jersey"	"34"	"Middlesex County, NJ"	"34023"	"2022"	"2022"	"April"	"4"	686
	"New Jersey"	"34"	"Middlesex County, NJ"	"34023"	"2022"	"2022"	"May"	"5"	648
	"New Jersey"	"34"	"Middlesex County, NJ"	"34023"	"2022"	"2022"	"June"	"6"	778
	"New Jersey"	"34"	"Middlesex County, NJ"	"34023"	"2022"	"2022"	"July"	"7"	799
	"New Jersey"	"34"	"Middlesex County, NJ"	"34023"	"2022"	"2022"	"August"	"8"	761
	"New Jersey"	"34"	"Middlesex County, NJ"	"34023"	"2022"	"2022"	"September"	"9"	720
	"New Jersey"	"34"	"Middlesex County, NJ"	"34023"	"2022"	"2022"	"October"	"10"	709
	"New Jersey"	"34"	"Middlesex County, NJ"	"34023"	"2022"	"2022"	"November"	"11"	707
	"New Jersey"	"34"	"Middlesex County, NJ"	"34023"	"2022"	"2022"	"December"	"12"	723
	"New Jersey"	"34"	"Monmouth County, NJ"	"34025"	"2022"	"2022"	"January"	"1"	521
	"New Jersey"	"34"	"Monmouth County, NJ"	"34025"	"2022"	"2022"	"February"	"2"	475
	"New Jersey"	"34"	"Monmouth County, NJ"	"34025"	"2022"	"2022"	"March"	"3"	496
	"New Jersey"	"34"	"Monmouth County, NJ"	"34025"	"2022"	"2022"	"April"	"4"	494
	"New Jersey"	"34"	"Monmouth County, NJ"	"34025"	"2022"	"2022"	"May"	"5"	535
	"New Jersey"	"34"	"Monmouth County, NJ"	"34025"	"2022"	"2022"	"June"	"6"	571
	"New Jersey"	"34"	"Monmouth County, NJ"	"34025"	"2022"	"2022"	"July"	"7"	569
	"New Jersey"	"34"	"Monmouth County, NJ"	"34025"	"2022"	"2022"	"August"	"8"	601
	"New Jersey"	"34"	"Monmouth County, NJ"	"34025"	"2022"	"2022"	"September"	"9"	551
	"New Jersey"	"34"	"Monmouth County, NJ"	"34025"	"2022"	"2022"	"October"	"10"	551
	"New Jersey"	"34"	"Monmouth County, NJ"	"34025"	"2022"	"2022"	"November"	"11"	545
	"New Jersey"	"34"	"Monmouth County, NJ"	"34025"	"2022"	"2022"	"December"	"12"	535
	"New Jersey"	"34"	"Morris County, NJ"	"34027"	"2022"	"2022"	"January"	"1"	374
	"New Jersey"	"34"	"Morris County, NJ"	"34027"	"2022"	"2022"	"February"	"2"	364
	"New Jersey"	"34"	"Morris County, NJ"	"34027"	"2022"	"2022"	"March"	"3"	443
	"New Jersey"	"34"	"Morris County, NJ"	"34027"	"2022"	"2022"	"April"	"4"	405
	"New Jersey"	"34"	"Morris County, NJ"	"34027"	"2022"	"2022"	"May"	"5"	397
	"New Jersey"	"34"	"Morris County, NJ"	"34027"	"2022"	"2022"	"June"	"6"	453
	"New Jersey"	"34"	"Morris County, NJ"	"34027"	"2022"	"2022"	"July"	"7"	452
	"New Jersey"	"34"	"Morris County, NJ"	"34027"	"2022"	"2022"	"August"	"8"	469
	"New Jersey"	"34"	"Morris County, NJ"	"34027"	"2022"	"2022"	"September"	"9"	438
	"New Jersey"	"34"	"Morris County, NJ"	"34027"	"2022"	"2022"	"October"	"10"	462
	"New Jersey"	"34"	"Morris County, NJ"	"34027"	"2022"	"2022"	"November"	"11"	427
	"New Jersey"	"34"	"Morris County, NJ"	"34027"	"2022"	"2022"	"December"	"12"	414
	"New Jersey"	"34"	"Ocean County, NJ"	"34029"	"2022"	"2022"	"January"	"1"	844
	"New Jersey"	"34"	"Ocean County, NJ"	"34029"	"2022"	"2022"	"February"	"2"	756
	"New Jersey"	"34"	"Ocean County, NJ"	"34029"	"2022"	"2022"	"March"	"3"	882
	"New Jersey"	"34"	"Ocean County, NJ"	"34029"	"2022"	"2022"	"April"	"4"	783
	"New Jersey"	"34"	"Ocean County, NJ"	"34029"	"2022"	"2022"	"May"	"5"	818
	"New Jersey"	"34"	"Ocean County, NJ"	"34029"	"2022"	"2022"	"June"	"6"	868
	"New Jersey"	"34"	"Ocean County, NJ"	"34029"	"2022"	"2022"	"July"	"7"	942
	"New Jersey"	"34"	"Ocean County, NJ"	"34029"	"2022"	"2022"	"August"	"8"	911
	"New Jersey"	"34"	"Ocean County, NJ"	"34029"	"2022"	"2022"	"September"	"9"	803
	"New Jersey"	"34"	"Ocean County, NJ"	"34029"	"2022"	"2022"	"October"	"10"	830
	"New Jersey"	"34"	"Ocean County, NJ"	"34029"	"2022"	"2022"	"November"	"11"	885
	"New Jersey"	"34"	"Ocean County, NJ"	"34029"	"2022"	"2022"	"December"	"12"	903
	"New Jersey"	"34"	"Passaic County, NJ"	"34031"	"2022"	"2022"	"January"	"1"	526
	"New Jersey"	"34"	"Passaic County, NJ"	"34031"	"2022"	"2022"	"February"	"2"	473
	"New Jersey"	"34"	"Passaic County, NJ"	"34031"	"2022"	"2022"	"March"	"3"	521
	"New Jersey"	"34"	"Passaic County, NJ"	"34031"	"2022"	"2022"	"April"	"4"	491
	"New Jersey"	"34"	"Passaic County, NJ"	"34031"	"2022"	"2022"	"May"	"5"	523
	"New Jersey"	"34"	"Passaic County, NJ"	"34031"	"2022"	"2022"	"June"	"6"	525
	"New Jersey"	"34"	"Passaic County, NJ"	"34031"	"2022"	"2022"	"July"	"7"	554
	"New Jersey"	"34"	"Passaic County, NJ"	"34031"	"2022"	"2022"	"August"	"8"	554
	"New Jersey"	"34"	"Passaic County, NJ"	"34031"	"2022"	"2022"	"September"	"9"	546
	"New Jersey"	"34"	"Passaic County, NJ"	"34031"	"2022"	"2022"	"October"	"10"	557
	"New Jersey"	"34"	"Passaic County, NJ"	"34031"	"2022"	"2022"	"November"	"11"	556
	"New Jersey"	"34"	"Passaic County, NJ"	"34031"	"2022"	"2022"	"December"	"12"	588
	"New Jersey"	"34"	"Somerset County, NJ"	"34035"	"2022"	"2022"	"January"	"1"	283
	"New Jersey"	"34"	"Somerset County, NJ"	"34035"	"2022"	"2022"	"February"	"2"	241
	"New Jersey"	"34"	"Somerset County, NJ"	"34035"	"2022"	"2022"	"March"	"3"	311
	"New Jersey"	"34"	"Somerset County, NJ"	"34035"	"2022"	"2022"	"April"	"4"	255
	"New Jersey"	"34"	"Somerset County, NJ"	"34035"	"2022"	"2022"	"May"	"5"	275
	"New Jersey"	"34"	"Somerset County, NJ"	"34035"	"2022"	"2022"	"June"	"6"	249
	"New Jersey"	"34"	"Somerset County, NJ"	"34035"	"2022"	"2022"	"July"	"7"	272
	"New Jersey"	"34"	"Somerset County, NJ"	"34035"	"2022"	"2022"	"August"	"8"	274
	"New Jersey"	"34"	"Somerset County, NJ"	"34035"	"2022"	"2022"	"September"	"9"	283
	"New Jersey"	"34"	"Somerset County, NJ"	"34035"	"2022"	"2022"	"October"	"10"	292
	"New Jersey"	"34"	"Somerset County, NJ"	"34035"	"2022"	"2022"	"November"	"11"	255
	"New Jersey"	"34"	"Somerset County, NJ"	"34035"	"2022"	"2022"	"December"	"12"	285
	"New Jersey"	"34"	"Sussex County, NJ"	"34037"	"2022"	"2022"	"January"	"1"	95
	"New Jersey"	"34"	"Sussex County, NJ"	"34037"	"2022"	"2022"	"February"	"2"	117
	"New Jersey"	"34"	"Sussex County, NJ"	"34037"	"2022"	"2022"	"March"	"3"	125
	"New Jersey"	"34"	"Sussex County, NJ"	"34037"	"2022"	"2022"	"April"	"4"	116
	"New Jersey"	"34"	"Sussex County, NJ"	"34037"	"2022"	"2022"	"May"	"5"	114
	"New Jersey"	"34"	"Sussex County, NJ"	"34037"	"2022"	"2022"	"June"	"6"	127
	"New Jersey"	"34"	"Sussex County, NJ"	"34037"	"2022"	"2022"	"July"	"7"	132
	"New Jersey"	"34"	"Sussex County, NJ"	"34037"	"2022"	"2022"	"August"	"8"	116
	"New Jersey"	"34"	"Sussex County, NJ"	"34037"	"2022"	"2022"	"September"	"9"	142
	"New Jersey"	"34"	"Sussex County, NJ"	"34037"	"2022"	"2022"	"October"	"10"	120
	"New Jersey"	"34"	"Sussex County, NJ"	"34037"	"2022"	"2022"	"November"	"11"	123
	"New Jersey"	"34"	"Sussex County, NJ"	"34037"	"2022"	"2022"	"December"	"12"	120
	"New Jersey"	"34"	"Union County, NJ"	"34039"	"2022"	"2022"	"January"	"1"	567
	"New Jersey"	"34"	"Union County, NJ"	"34039"	"2022"	"2022"	"February"	"2"	505
	"New Jersey"	"34"	"Union County, NJ"	"34039"	"2022"	"2022"	"March"	"3"	555
	"New Jersey"	"34"	"Union County, NJ"	"34039"	"2022"	"2022"	"April"	"4"	574
	"New Jersey"	"34"	"Union County, NJ"	"34039"	"2022"	"2022"	"May"	"5"	507
	"New Jersey"	"34"	"Union County, NJ"	"34039"	"2022"	"2022"	"June"	"6"	559
	"New Jersey"	"34"	"Union County, NJ"	"34039"	"2022"	"2022"	"July"	"7"	603
	"New Jersey"	"34"	"Union County, NJ"	"34039"	"2022"	"2022"	"August"	"8"	621
	"New Jersey"	"34"	"Union County, NJ"	"34039"	"2022"	"2022"	"September"	"9"	555
	"New Jersey"	"34"	"Union County, NJ"	"34039"	"2022"	"2022"	"October"	"10"	611
	"New Jersey"	"34"	"Union County, NJ"	"34039"	"2022"	"2022"	"November"	"11"	550
	"New Jersey"	"34"	"Union County, NJ"	"34039"	"2022"	"2022"	"December"	"12"	496
	"New Jersey"	"34"	"Warren County, NJ"	"34041"	"2022"	"2022"	"January"	"1"	93
	"New Jersey"	"34"	"Warren County, NJ"	"34041"	"2022"	"2022"	"February"	"2"	73
	"New Jersey"	"34"	"Warren County, NJ"	"34041"	"2022"	"2022"	"March"	"3"	93
	"New Jersey"	"34"	"Warren County, NJ"	"34041"	"2022"	"2022"	"April"	"4"	79
	"New Jersey"	"34"	"Warren County, NJ"	"34041"	"2022"	"2022"	"May"	"5"	85
	"New Jersey"	"34"	"Warren County, NJ"	"34041"	"2022"	"2022"	"June"	"6"	80
	"New Jersey"	"34"	"Warren County, NJ"	"34041"	"2022"	"2022"	"July"	"7"	80
	"New Jersey"	"34"	"Warren County, NJ"	"34041"	"2022"	"2022"	"August"	"8"	73
	"New Jersey"	"34"	"Warren County, NJ"	"34041"	"2022"	"2022"	"September"	"9"	77
	"New Jersey"	"34"	"Warren County, NJ"	"34041"	"2022"	"2022"	"October"	"10"	81
	"New Jersey"	"34"	"Warren County, NJ"	"34041"	"2022"	"2022"	"November"	"11"	87
	"New Jersey"	"34"	"Warren County, NJ"	"34041"	"2022"	"2022"	"December"	"12"	91
	"New Jersey"	"34"	"Unidentified Counties, NJ"	"34999"	"2022"	"2022"	"January"	"1"	120
	"New Jersey"	"34"	"Unidentified Counties, NJ"	"34999"	"2022"	"2022"	"February"	"2"	98
	"New Jersey"	"34"	"Unidentified Counties, NJ"	"34999"	"2022"	"2022"	"March"	"3"	140
	"New Jersey"	"34"	"Unidentified Counties, NJ"	"34999"	"2022"	"2022"	"April"	"4"	119
	"New Jersey"	"34"	"Unidentified Counties, NJ"	"34999"	"2022"	"2022"	"May"	"5"	114
	"New Jersey"	"34"	"Unidentified Counties, NJ"	"34999"	"2022"	"2022"	"June"	"6"	102
	"New Jersey"	"34"	"Unidentified Counties, NJ"	"34999"	"2022"	"2022"	"July"	"7"	150
	"New Jersey"	"34"	"Unidentified Counties, NJ"	"34999"	"2022"	"2022"	"August"	"8"	154
	"New Jersey"	"34"	"Unidentified Counties, NJ"	"34999"	"2022"	"2022"	"September"	"9"	108
	"New Jersey"	"34"	"Unidentified Counties, NJ"	"34999"	"2022"	"2022"	"October"	"10"	138
	"New Jersey"	"34"	"Unidentified Counties, NJ"	"34999"	"2022"	"2022"	"November"	"11"	105
	"New Jersey"	"34"	"Unidentified Counties, NJ"	"34999"	"2022"	"2022"	"December"	"12"	137
	"New Mexico"	"35"	"Bernalillo County, NM"	"35001"	"2022"	"2022"	"January"	"1"	551
	"New Mexico"	"35"	"Bernalillo County, NM"	"35001"	"2022"	"2022"	"February"	"2"	464
	"New Mexico"	"35"	"Bernalillo County, NM"	"35001"	"2022"	"2022"	"March"	"3"	570
	"New Mexico"	"35"	"Bernalillo County, NM"	"35001"	"2022"	"2022"	"April"	"4"	489
	"New Mexico"	"35"	"Bernalillo County, NM"	"35001"	"2022"	"2022"	"May"	"5"	529
	"New Mexico"	"35"	"Bernalillo County, NM"	"35001"	"2022"	"2022"	"June"	"6"	510
	"New Mexico"	"35"	"Bernalillo County, NM"	"35001"	"2022"	"2022"	"July"	"7"	599
	"New Mexico"	"35"	"Bernalillo County, NM"	"35001"	"2022"	"2022"	"August"	"8"	621
	"New Mexico"	"35"	"Bernalillo County, NM"	"35001"	"2022"	"2022"	"September"	"9"	566
	"New Mexico"	"35"	"Bernalillo County, NM"	"35001"	"2022"	"2022"	"October"	"10"	575
	"New Mexico"	"35"	"Bernalillo County, NM"	"35001"	"2022"	"2022"	"November"	"11"	502
	"New Mexico"	"35"	"Bernalillo County, NM"	"35001"	"2022"	"2022"	"December"	"12"	584
